na_item,time,values,geo
"R&D Recreation, culture and religion",2016-01-01,NA,Lituania
"R&D Recreation, culture and religion",2016-01-01,0,Luxemburg
"R&D Recreation, culture and religion",2016-01-01,0,Letonia
"R&D Recreation, culture and religion",2016-01-01,0,Malta
"R&D Recreation, culture and religion",2016-01-01,0,Olanda
"R&D Recreation, culture and religion",2016-01-01,0.1,Norvegia
"R&D Recreation, culture and religion",2016-01-01,0,Polonia
"R&D Recreation, culture and religion",2016-01-01,0.1,Portugalia
"R&D Recreation, culture and religion",2016-01-01,0,Romania
"R&D Recreation, culture and religion",2016-01-01,0,Suedia
"R&D Recreation, culture and religion",2016-01-01,0,Slovenia
"R&D Recreation, culture and religion",2016-01-01,0,Slovacia
"Recreation, culture and religion n.e.c.",2016-01-01,0,Austria
"Recreation, culture and religion n.e.c.",2016-01-01,0,Belgia
"Recreation, culture and religion n.e.c.",2016-01-01,NA,Bulgaria
"Recreation, culture and religion n.e.c.",2016-01-01,0,Elvetia
"Recreation, culture and religion n.e.c.",2016-01-01,0,Cipru
"Recreation, culture and religion n.e.c.",2016-01-01,0.1,Cehia
"Recreation, culture and religion n.e.c.",2016-01-01,0,Germania
"Recreation, culture and religion n.e.c.",2016-01-01,0,Danemarca
"Recreation, culture and religion n.e.c.",2016-01-01,0.2,Estonia
"Recreation, culture and religion n.e.c.",2016-01-01,0.1,Grecia
"Recreation, culture and religion n.e.c.",2016-01-01,0,Spania
"Recreation, culture and religion n.e.c.",2016-01-01,0,Media UE
"Recreation, culture and religion n.e.c.",2016-01-01,0,Finlanda
"Recreation, culture and religion n.e.c.",2016-01-01,0,Franta
"Recreation, culture and religion n.e.c.",2016-01-01,0.1,Croatia
"Recreation, culture and religion n.e.c.",2016-01-01,0.1,Ungaria
"Recreation, culture and religion n.e.c.",2016-01-01,0,Irlanda
"Recreation, culture and religion n.e.c.",2016-01-01,0,Islanda
"Recreation, culture and religion n.e.c.",2016-01-01,0,Italia
"Recreation, culture and religion n.e.c.",2016-01-01,0,Lituania
"Recreation, culture and religion n.e.c.",2016-01-01,0,Luxemburg
"Recreation, culture and religion n.e.c.",2016-01-01,0.1,Letonia
"Recreation, culture and religion n.e.c.",2016-01-01,0.1,Malta
"Recreation, culture and religion n.e.c.",2016-01-01,0,Olanda
"Recreation, culture and religion n.e.c.",2016-01-01,0.1,Norvegia
"Recreation, culture and religion n.e.c.",2016-01-01,0,Polonia
"Recreation, culture and religion n.e.c.",2016-01-01,0.1,Portugalia
"Recreation, culture and religion n.e.c.",2016-01-01,0.2,Romania
"Recreation, culture and religion n.e.c.",2016-01-01,0,Suedia
"Recreation, culture and religion n.e.c.",2016-01-01,0.1,Slovenia
"Recreation, culture and religion n.e.c.",2016-01-01,0,Slovacia
Education,2016-01-01,4.9,Austria
Education,2016-01-01,6.2,Belgia
Education,2016-01-01,3.4,Bulgaria
Education,2016-01-01,5.5,Elvetia
Education,2016-01-01,5.5,Cipru
Education,2016-01-01,3.9,Cehia
Education,2016-01-01,4.2,Germania
Education,2016-01-01,6.8,Danemarca
Education,2016-01-01,5.7,Estonia
Education,2016-01-01,4,Grecia
Education,2016-01-01,4.1,Spania
Education,2016-01-01,4.7,Media UE
Education,2016-01-01,6,Finlanda
Education,2016-01-01,5.4,Franta
Education,2016-01-01,4.9,Croatia
Education,2016-01-01,5,Ungaria
Education,2016-01-01,3.4,Irlanda
Education,2016-01-01,6.7,Islanda
Education,2016-01-01,3.9,Italia
Education,2016-01-01,4.8,Lituania
Education,2016-01-01,4.3,Luxemburg
Education,2016-01-01,5.5,Letonia
Education,2016-01-01,5.1,Malta
Education,2016-01-01,5.3,Olanda
Education,2016-01-01,5.6,Norvegia
Education,2016-01-01,5,Polonia
Education,2016-01-01,4.8,Portugalia
Education,2016-01-01,3.4,Romania
Education,2016-01-01,6.6,Suedia
Education,2016-01-01,5.5,Slovenia
Education,2016-01-01,3.9,Slovacia
Pre-primary and primary education,2016-01-01,1.4,Austria
Pre-primary and primary education,2016-01-01,2,Belgia
Pre-primary and primary education,2016-01-01,0.7,Bulgaria
Pre-primary and primary education,2016-01-01,1.2,Elvetia
Pre-primary and primary education,2016-01-01,1.7,Cipru
Pre-primary and primary education,2016-01-01,1,Cehia
Pre-primary and primary education,2016-01-01,1.3,Germania
Pre-primary and primary education,2016-01-01,3,Danemarca
Pre-primary and primary education,2016-01-01,2.2,Estonia
Pre-primary and primary education,2016-01-01,1.3,Grecia
Pre-primary and primary education,2016-01-01,1.6,Spania
Pre-primary and primary education,2016-01-01,1.6,Media UE
Pre-primary and primary education,2016-01-01,1.2,Finlanda
Pre-primary and primary education,2016-01-01,1.4,Franta
Pre-primary and primary education,2016-01-01,2.3,Croatia
Pre-primary and primary education,2016-01-01,1.3,Ungaria
Pre-primary and primary education,2016-01-01,1.4,Irlanda
Pre-primary and primary education,2016-01-01,2.9,Islanda
Pre-primary and primary education,2016-01-01,1.4,Italia
Pre-primary and primary education,2016-01-01,0.9,Lituania
Pre-primary and primary education,2016-01-01,1.5,Luxemburg
Pre-primary and primary education,2016-01-01,2,Letonia
Pre-primary and primary education,2016-01-01,1.2,Malta
Pre-primary and primary education,2016-01-01,1.6,Olanda
Pre-primary and primary education,2016-01-01,2.4,Norvegia
Pre-primary and primary education,2016-01-01,1.8,Polonia
Pre-primary and primary education,2016-01-01,1.7,Portugalia
Pre-primary and primary education,2016-01-01,0.8,Romania
Pre-primary and primary education,2016-01-01,4.1,Suedia
Pre-primary and primary education,2016-01-01,2.1,Slovenia
Pre-primary and primary education,2016-01-01,1,Slovacia
Secondary education,2016-01-01,2.1,Austria
Secondary education,2016-01-01,2.5,Belgia
Secondary education,2016-01-01,1.7,Bulgaria
Secondary education,2016-01-01,1.7,Elvetia
Secondary education,2016-01-01,1.9,Cipru
Secondary education,2016-01-01,1.7,Cehia
Secondary education,2016-01-01,1.5,Germania
Secondary education,2016-01-01,1.7,Danemarca
Secondary education,2016-01-01,1.4,Estonia
Secondary education,2016-01-01,1.3,Grecia
Secondary education,2016-01-01,1.5,Spania
Secondary education,2016-01-01,1.8,Media UE
Secondary education,2016-01-01,2.6,Finlanda
Secondary education,2016-01-01,2.4,Franta
Secondary education,2016-01-01,1,Croatia
Secondary education,2016-01-01,2.1,Ungaria
Secondary education,2016-01-01,1.2,Irlanda
Secondary education,2016-01-01,2.1,Islanda
Secondary education,2016-01-01,1.8,Italia
Secondary education,2016-01-01,1.8,Lituania
Secondary education,2016-01-01,1.6,Luxemburg
Secondary education,2016-01-01,1.6,Letonia
Secondary education,2016-01-01,2,Malta
Secondary education,2016-01-01,2.1,Olanda
Secondary education,2016-01-01,1.2,Norvegia
Secondary education,2016-01-01,1.4,Polonia
Secondary education,2016-01-01,1.8,Portugalia
Secondary education,2016-01-01,1.5,Romania
Secondary education,2016-01-01,1.1,Suedia
Secondary education,2016-01-01,2,Slovenia
Secondary education,2016-01-01,1.3,Slovacia
Post-secondary non-tertiary education,2016-01-01,0,Austria
Post-secondary non-tertiary education,2016-01-01,0,Belgia
Post-secondary non-tertiary education,2016-01-01,NA,Bulgaria
Post-secondary non-tertiary education,2016-01-01,0,Elvetia
Post-secondary non-tertiary education,2016-01-01,0,Cipru
Post-secondary non-tertiary education,2016-01-01,0,Cehia
Post-secondary non-tertiary education,2016-01-01,0.1,Germania
Post-secondary non-tertiary education,2016-01-01,0,Danemarca
Post-secondary non-tertiary education,2016-01-01,0.1,Estonia
Post-secondary non-tertiary education,2016-01-01,0,Grecia
Post-secondary non-tertiary education,2016-01-01,0,Spania
Post-secondary non-tertiary education,2016-01-01,0,Media UE
Post-secondary non-tertiary education,2016-01-01,0,Finlanda
Post-secondary non-tertiary education,2016-01-01,0,Franta
Post-secondary non-tertiary education,2016-01-01,0,Croatia
Post-secondary non-tertiary education,2016-01-01,0,Ungaria
Post-secondary non-tertiary education,2016-01-01,0,Irlanda
Post-secondary non-tertiary education,2016-01-01,0,Islanda
Post-secondary non-tertiary education,2016-01-01,0,Italia
Post-secondary non-tertiary education,2016-01-01,0.3,Lituania
Post-secondary non-tertiary education,2016-01-01,0.1,Luxemburg
Post-secondary non-tertiary education,2016-01-01,0,Letonia
Post-secondary non-tertiary education,2016-01-01,0.1,Malta
Post-secondary non-tertiary education,2016-01-01,0,Olanda
Post-secondary non-tertiary education,2016-01-01,0,Norvegia
Post-secondary non-tertiary education,2016-01-01,0,Polonia
Post-secondary non-tertiary education,2016-01-01,0,Portugalia
Post-secondary non-tertiary education,2016-01-01,0,Romania
Post-secondary non-tertiary education,2016-01-01,0,Suedia
Post-secondary non-tertiary education,2016-01-01,0,Slovenia
Post-secondary non-tertiary education,2016-01-01,0,Slovacia
Tertiary education,2016-01-01,0.7,Austria
Tertiary education,2016-01-01,0.9,Belgia
Tertiary education,2016-01-01,0.7,Bulgaria
Tertiary education,2016-01-01,1.3,Elvetia
Tertiary education,2016-01-01,0.9,Cipru
Tertiary education,2016-01-01,0.7,Cehia
Tertiary education,2016-01-01,0.8,Germania
Tertiary education,2016-01-01,1.7,Danemarca
Tertiary education,2016-01-01,1.1,Estonia
Tertiary education,2016-01-01,0.8,Grecia
Tertiary education,2016-01-01,0.6,Spania
Tertiary education,2016-01-01,0.8,Media UE
Tertiary education,2016-01-01,1.9,Finlanda
Tertiary education,2016-01-01,0.6,Franta
Tertiary education,2016-01-01,0.9,Croatia
Tertiary education,2016-01-01,0.8,Ungaria
Tertiary education,2016-01-01,0.6,Irlanda
Tertiary education,2016-01-01,1.2,Islanda
Tertiary education,2016-01-01,0.3,Italia
Tertiary education,2016-01-01,0.8,Lituania
Tertiary education,2016-01-01,0.5,Luxemburg
Tertiary education,2016-01-01,0.8,Letonia
Tertiary education,2016-01-01,1,Malta
Tertiary education,2016-01-01,1.3,Olanda
Tertiary education,2016-01-01,1.2,Norvegia
Tertiary education,2016-01-01,1.2,Polonia
Tertiary education,2016-01-01,0.6,Portugalia
Tertiary education,2016-01-01,0.7,Romania
Tertiary education,2016-01-01,1.1,Suedia
Tertiary education,2016-01-01,1,Slovenia
Tertiary education,2016-01-01,0.6,Slovacia
Education not definable by level,2016-01-01,0.2,Austria
Education not definable by level,2016-01-01,0.5,Belgia
Education not definable by level,2016-01-01,0,Bulgaria
Education not definable by level,2016-01-01,1.1,Elvetia
Education not definable by level,2016-01-01,0.5,Cipru
Education not definable by level,2016-01-01,0.1,Cehia
Education not definable by level,2016-01-01,0.1,Germania
Education not definable by level,2016-01-01,0.1,Danemarca
Education not definable by level,2016-01-01,0.3,Estonia
Education not definable by level,2016-01-01,0,Grecia
Education not definable by level,2016-01-01,0.1,Spania
Education not definable by level,2016-01-01,0.1,Media UE
Education not definable by level,2016-01-01,0.3,Finlanda
Education not definable by level,2016-01-01,0.2,Franta
Education not definable by level,2016-01-01,0,Croatia
Education not definable by level,2016-01-01,0.1,Ungaria
Education not definable by level,2016-01-01,0.1,Irlanda
Education not definable by level,2016-01-01,0.1,Islanda
Education not definable by level,2016-01-01,0,Italia
Education not definable by level,2016-01-01,0.4,Lituania
Education not definable by level,2016-01-01,0.3,Luxemburg
Education not definable by level,2016-01-01,0.5,Letonia
Education not definable by level,2016-01-01,0,Malta
Education not definable by level,2016-01-01,0,Olanda
Education not definable by level,2016-01-01,0.5,Norvegia
Education not definable by level,2016-01-01,0.1,Polonia
Education not definable by level,2016-01-01,0.3,Portugalia
Education not definable by level,2016-01-01,0.1,Romania
Education not definable by level,2016-01-01,0.2,Suedia
Education not definable by level,2016-01-01,0.1,Slovenia
Education not definable by level,2016-01-01,0.2,Slovacia
Subsidiary services to education,2016-01-01,0.2,Austria
Subsidiary services to education,2016-01-01,0.2,Belgia
Subsidiary services to education,2016-01-01,0.1,Bulgaria
Subsidiary services to education,2016-01-01,0.1,Elvetia
Subsidiary services to education,2016-01-01,0.3,Cipru
Subsidiary services to education,2016-01-01,0.2,Cehia
Subsidiary services to education,2016-01-01,0.4,Germania
Subsidiary services to education,2016-01-01,0.1,Danemarca
Subsidiary services to education,2016-01-01,0.3,Estonia
Subsidiary services to education,2016-01-01,0.1,Grecia
Subsidiary services to education,2016-01-01,0.1,Spania
Subsidiary services to education,2016-01-01,0.3,Media UE
Subsidiary services to education,2016-01-01,0,Finlanda
Subsidiary services to education,2016-01-01,0.7,Franta
Subsidiary services to education,2016-01-01,0.2,Croatia
Subsidiary services to education,2016-01-01,0.5,Ungaria
Subsidiary services to education,2016-01-01,0.1,Irlanda
Subsidiary services to education,2016-01-01,0.2,Islanda
Subsidiary services to education,2016-01-01,0.2,Italia
Subsidiary services to education,2016-01-01,0,Lituania
Subsidiary services to education,2016-01-01,0.4,Luxemburg
Subsidiary services to education,2016-01-01,0.2,Letonia
Subsidiary services to education,2016-01-01,0.1,Malta
Subsidiary services to education,2016-01-01,0.2,Olanda
Subsidiary services to education,2016-01-01,0.2,Norvegia
Subsidiary services to education,2016-01-01,0.3,Polonia
Subsidiary services to education,2016-01-01,0.2,Portugalia
Subsidiary services to education,2016-01-01,0.1,Romania
Subsidiary services to education,2016-01-01,0,Suedia
Subsidiary services to education,2016-01-01,0.3,Slovenia
Subsidiary services to education,2016-01-01,0.5,Slovacia
R&D Education,2016-01-01,0,Austria
R&D Education,2016-01-01,0,Belgia
R&D Education,2016-01-01,0,Bulgaria
R&D Education,2016-01-01,0,Elvetia
R&D Education,2016-01-01,0,Cipru
R&D Education,2016-01-01,0.3,Cehia
R&D Education,2016-01-01,0,Germania
R&D Education,2016-01-01,0,Danemarca
R&D Education,2016-01-01,0.1,Estonia
R&D Education,2016-01-01,0.3,Grecia
R&D Education,2016-01-01,0.1,Spania
R&D Education,2016-01-01,0,Media UE
R&D Education,2016-01-01,0,Finlanda
R&D Education,2016-01-01,0,Franta
R&D Education,2016-01-01,0.2,Croatia
R&D Education,2016-01-01,0.1,Ungaria
R&D Education,2016-01-01,0,Irlanda
R&D Education,2016-01-01,0,Islanda
R&D Education,2016-01-01,0,Italia
R&D Education,2016-01-01,0.2,Lituania
R&D Education,2016-01-01,0,Luxemburg
R&D Education,2016-01-01,0,Letonia
R&D Education,2016-01-01,0.4,Malta
R&D Education,2016-01-01,0,Olanda
R&D Education,2016-01-01,0,Norvegia
R&D Education,2016-01-01,0.1,Polonia
R&D Education,2016-01-01,0,Portugalia
R&D Education,2016-01-01,0,Romania
R&D Education,2016-01-01,0,Suedia
R&D Education,2016-01-01,0,Slovenia
R&D Education,2016-01-01,0,Slovacia
Education n.e.c.,2016-01-01,0.1,Austria
Education n.e.c.,2016-01-01,0.1,Belgia
Education n.e.c.,2016-01-01,0.2,Bulgaria
Education n.e.c.,2016-01-01,0.1,Elvetia
Education n.e.c.,2016-01-01,0.2,Cipru
Education n.e.c.,2016-01-01,0.1,Cehia
Education n.e.c.,2016-01-01,0,Germania
Education n.e.c.,2016-01-01,0.1,Danemarca
Education n.e.c.,2016-01-01,0.2,Estonia
Education n.e.c.,2016-01-01,0.1,Grecia
Education n.e.c.,2016-01-01,0.1,Spania
Education n.e.c.,2016-01-01,0.1,Media UE
Education n.e.c.,2016-01-01,0.1,Finlanda
Education n.e.c.,2016-01-01,0,Franta
Education n.e.c.,2016-01-01,0.2,Croatia
Education n.e.c.,2016-01-01,0.1,Ungaria
Education n.e.c.,2016-01-01,0.1,Irlanda
Education n.e.c.,2016-01-01,0.1,Islanda
Education n.e.c.,2016-01-01,0.1,Italia
Education n.e.c.,2016-01-01,0.3,Lituania
Education n.e.c.,2016-01-01,0,Luxemburg
Education n.e.c.,2016-01-01,0.4,Letonia
Education n.e.c.,2016-01-01,0.3,Malta
Education n.e.c.,2016-01-01,0,Olanda
Education n.e.c.,2016-01-01,0.1,Norvegia
Education n.e.c.,2016-01-01,0.1,Polonia
Education n.e.c.,2016-01-01,0.2,Portugalia
Education n.e.c.,2016-01-01,0.2,Romania
Education n.e.c.,2016-01-01,0.1,Suedia
Education n.e.c.,2016-01-01,0.1,Slovenia
Education n.e.c.,2016-01-01,0.2,Slovacia
Social protection,2016-01-01,21,Austria
Social protection,2016-01-01,19.4,Belgia
Social protection,2016-01-01,12.3,Bulgaria
Social protection,2016-01-01,13.4,Elvetia
Social protection,2016-01-01,13.2,Cipru
Social protection,2016-01-01,12.7,Cehia
Social protection,2016-01-01,19.5,Germania
Social protection,2016-01-01,22.9,Danemarca
Social protection,2016-01-01,12.8,Estonia
Social protection,2016-01-01,20.7,Grecia
Social protection,2016-01-01,17,Spania
Social protection,2016-01-01,19.7,Media UE
Social protection,2016-01-01,25.5,Finlanda
Social protection,2016-01-01,24.4,Franta
Social protection,2016-01-01,14.3,Croatia
Social protection,2016-01-01,14.2,Ungaria
Social protection,2016-01-01,9.9,Irlanda
Social protection,2016-01-01,13.2,Islanda
Social protection,2016-01-01,20.9,Italia
Social protection,2016-01-01,12.3,Lituania
Social protection,2016-01-01,17.1,Luxemburg
Social protection,2016-01-01,11.8,Letonia
Social protection,2016-01-01,11.4,Malta
Social protection,2016-01-01,16.8,Olanda
Social protection,2016-01-01,20.4,Norvegia
Social protection,2016-01-01,16.7,Polonia
Social protection,2016-01-01,18.1,Portugalia
Social protection,2016-01-01,11.7,Romania
Social protection,2016-01-01,20.6,Suedia
Social protection,2016-01-01,17.6,Slovenia
Social protection,2016-01-01,14.9,Slovacia
