cod,taxa,functie,year,value
D611,Contributii pentru concedii si indemnizatii de la persoane juridice sau fizice,LEYRS,2000,NA
D611,"Sume din contributia asiguratorie pentru munca, in curs de distribuire",LEYRS,2000,NA
D611,Venituri din contributia asiguratorie pentru munca pentru somaj,LEYRS,2000,NA
D611,Venituri din contributia asiguratorie pentru munca aferenta bugetului de stat,LEYRS,2000,NA
D611,Venituri din contributia asiguratorie pentru munca pentru fondul de garantare pentru plata creantelor salariale,LEYRS,2000,NA
D611,Venituri din contributia asiguratorie pentru munca pentru concedii si indemnizatii,LEYRS,2000,NA
D611,Venituri din contributia asiguratorie pentru munca pentru accidente de munca si boli profesionale,LEYRS,2000,NA
D611C,Cotizatii sociale efective obligatorii in sarcina angajatorilor,_Z,2000,6540.9
D611C,Contributii de asigurari sociale de stat datorate de angajatori,LEYRS,2000,4335.7
D611C,Contributii de asigurari pentru somaj datorate de angajatori,LEYRS,2000,0
D611C,Contributii de asigurari sociale de sanatate  datorate de angajatori,LEYRS,2000,1861.4
D611C,Contributii de asigurare pentru accidente de munca si boli profesionale datorate de angajatori,LEYRS,2000,0
D611C,Contributii de la persoane juridice  pt persoane cu handicap neincadrate,LEYRS,2000,343.8
D611C,Contributia angajatorilor la fondul de  garantare pentru plata creantelor  salariale *),LEYRS,2000,0
D611C,Contributii pentru concedii si indemnizatii de la persoane juridice sau fizice,LEYRS,2000,NA
D611C,"Sume din contributia asiguratorie pentru munca, in curs de distribuire",LEYRS,2000,NA
D611C,Venituri din contributia asiguratorie pentru munca pentru somaj,LEYRS,2000,NA
D611C,Venituri din contributia asiguratorie pentru munca aferenta bugetului de stat,LEYRS,2000,NA
D611C,Venituri din contributia asiguratorie pentru munca pentru concedii si indemnizatii,LEYRS,2000,NA
D611C,Venituri din contributia asiguratorie pentru munca pentru fondul de garantare pentru plata creantelor salariale,LEYRS,2000,NA
D611C,Venituri din contributia asiguratorie pentru munca pentru accidente de munca si boli profesionale,LEYRS,2000,NA
D611V,Cotizatii sociale efective facultative in sarcina angajatorilor,_Z,2000,NA
D61SC,Tarife pentru serviciile prestate de sist. de asigurari sociale,_Z,2000,0
D6111,Cotizatii efective la fondul de pensii in sarcina angajatorilor,_Z,2000,4335.7
D6111,Contributii pentru asigurari sociale de stat datorate de angajatori,LEYRS,2000,4335.7
D6112,Alte cotizatii sociale efective in sarcina angajatorilor,_Z,2000,2205.2
D6112,Contributii de asigurari pentru somaj datorate de angajatori,LEYRS,2000,0
D6112,Contributii de asigurari sociale de sanatate  datorate de angajatori,LEYRS,2000,1861.4
D6112,Contributii de asigurare pentru accidente de munca si boli profesionale datorate de angajatori,LEYRS,2000,NA
D6112,Contributii de la persoane juridice  pt persoane cu handicap neincadrate,LEYRS,2000,343.8
D6112,Contributia angajatorilor la fondul de  garantare pentru plata creantelor  salariale *),LEYRS,2000,NA
D6112,"Sume din contributia asiguratorie pentru munca, in curs de distribuire",LEYRS,2000,NA
D6112,Venituri din contributia asiguratorie pentru munca aferenta bugetului de stat,LEYRS,2000,NA
D6112,Venituri din contributia asiguratorie pentru munca pentru concedii si indemnizatii,LEYRS,2000,NA
D6112,Venituri din contributia asiguratorie pentru munca pentru fondul de garantare pentru plata creantelor salariale,LEYRS,2000,NA
D6112,Venituri din contributia asiguratorie pentru munca pentru accidente de munca si boli profesionale,LEYRS,2000,NA
D612,Contributii sociale imputate in sarcina angajatorilor,_Z,2000,277.3
D6121,Cotizatii imputate la fondul de pensii in sarcina angajatorilor,_Z,2000,277.3
D6122,Alte cotizatii sociale imputate in sarcina angajatorilor,_Z,2000,0
D613,Cotizatii sociale efective in sarcina gospodariilor,_Z,2000,2435.9
D613,Contributii de asigurari sociale de stat datorate de asigurati,LEES,2000,2323.1
D613,Contributii de asigurari pentru somaj datorate de asigurati,LEES,2000,112.6
D613,Contributii de asigurari sociale de sanatate datorate de asigurati,LEES,2000,0.2
D613,Contributii de asigurare pentru accidente de munca si boli profesionale datorate de alte persoane fizice care incheie asigurare,LEES,2000,0
D613,Contributia individuala de asigurari sociale de sanatate datorata de persoanele care realizeaza venituri din activitati desfasurate,LEES,2000,NA
D6131,Cotizatii efective la fondul de pensii in sarcina gospodariilor,_Z,2000,2323.1
D6131,Contributii de asigurari sociale de stat datorate de asigurati,LEES,2000,2323.1
D6132,Alte cotizatii sociale efective  in sarcina gospodariilor,_Z,2000,112.8
D6132,Contributii de asigurari pentru somaj datorate de asigurati,LEES,2000,112.6
D6132,Contributii de asigurari sociale de sanatate datorate de asigurati,LEES,2000,0.2
D6132,Contributii de asigurare pentru accidente de munca si boli profesionale datorate de alte persoane fizice care incheie asigurare,LEES,2000,0
D6132,Contributia individuala de asigurari sociale de sanatate datorata de persoanele care realizeaza venituri din activitati desfasurate,LEES,2000,NA
D613C,Cotizatii sociale efective obligatorii in sarcina gospodariilor,_Z,2000,2435.7
D613C,Contributii de asigurari sociale de stat datorate de asigurati,LEES,2000,1602.7
D613C,Contributii pentru asigurari sociale(de sanatate) datorate de salariati si de alte persoane asimilate,LEES,2000,0
D613C,Contributii pentru pensia suplimentara,LEES,2000,719.6
D613C,Contributii datorate de persoane care incheie contract de asigurari pentru somaj,LEES,2000,112.6
D613C,Contributia individuala de asigurari sociale de sanatate datorata de persoanele care realizeaza venituri din activitati desfasurate,LEES,2000,NA
D613C,Contributii pentru asigurari sociale de stat datorate de alte persoane asigurate,LEES,2000,NA
D613C,Contributii pentru asigurari de sanatate datorate de alte persoane asigurate,LEES,2000,NA
D613C,Contributii de asigurari pentru somaj datorate de asigurati (individuale),LEES,2000,NA
D613C,Contributii de asigurare pentru accidente de munca si boli profesionale datorate de alte persoane fizice care incheie asigurare,LEES,2000,NA
D613C,Contributia agricultorilor asigurati,LEES,2000,0.8
D613C,Contributia datorata de pensionari,LEES,2000,NA
D613CE,Cotizatii sociale efective obligatorii in sarcina salariatilor,_Z,2000,2434.9
D613CE,Contributii de asigurari sociale de stat datorate de asigurati,LEES,2000,1602.7
D613CE,Contributii pentru asigurari sociale de sanatate datorate de salariati si de alte persoane asimilate,LEES,2000,0
D613CE,Contributii pentru pensia suplimentara,LEES,2000,719.6
D613CE,Contributii datorate de persoane care incheie contract de asigurari pentru somaj,LEES,2000,112.6
D613CE,Contributia individuala de asigurari sociale de sanatate datorata de persoanele care realizeaza venituri din activitati desfasurate,LEES,2000,NA
D613CS,Cotizatii sociale efective obligatorii in sarcina lucratorilor independenti,_Z,2000,0.8
D613CS,Contributii pentru asigurari sociale de stat datorate de alte persoane asigurate,KISE,2000,NA
D613CS,Contributii pentru asigurari de sanatate datorate de alte persoane asigurate,KISE,2000,NA
D613CS,Contributii de asigurari pentru somaj datorate de asigurati (individuale),KISE,2000,NA
D613CS,Contributii de asigurare pentru accidente de munca si boli profesionale datorate de alte persoane fizice care incheie asigurare,KISE,2000,NA
D613CS,Contributia agricultorilor asigurati,KISE,2000,0.8
D613CS,Contributia datorata de pensionari,KISE,2000,NA
D613CN,Cotizatii sociale efective obligatorii in sarcina somerilor,_Z,2000,0
D613V,Cotizatii sociale efective facultative in sarcina gospodariilor,_Z,2000,0.2
D613V,Contributii facultative la asigurarile sociale de stat,LEES,2000,0
D613V,Contributii facultative la asigurarile sociale de sanatate,LEES,2000,0.2
D614,Cotizatii suplimentare in sarcina gospodariilor,_Z,2000,0
D6141,Cotizatii suplimentare la fondul de pensii in sarcina gospodariilor,_Z,2000,0
D6142,Alte cotizatii sociale suplimentare  in sarcina gospodariilor,_Z,2000,0
D995,"Transferuri de capital de la adm.publice catre sectoarele relevante reprez.impozite si cotizatii,a caror colectare este improbabila",_Z,2000,NA
D995A,"Impozite pe produse evaluate, dar puțin probabil să fie colectate (2)",_Z,2000,NA
D995B,"Alte impozite pe producție evaluate, dar puțin probabil să fie colectate (2)",_Z,2000,NA
D995C,"Impozit pe profit evaluate, dar puțin probabil să fie colectate (2)",_Z,2000,NA
D995D,"Alte impozite curente evaluate, dar puțin probabil să fie colectate (2)",_Z,2000,NA
D995E,"Contribuțiile sociale efective ale angajatorilor evaluat, dar puțin probabil să fie colectate (2)",_Z,2000,NA
D995F,"Contribuții sociale efective în sarcina gospodăriilor populației evaluate, dar puțin probabil să fie colectate (2)",_Z,2000,NA
D995FE,"Contribuții sociale efective suportate de angajați evaluat, dar puțin probabil să fie colectate (2)",_Z,2000,NA
D995FS,"Contribuții sociale efective de către persoanele care desfășoară activități independente evaluate, dar puțin probabil să fie colectate (1)",_Z,2000,NA
D995FN,"Contribuții sociale efective de către persoane fără loc de muncă evaluate, dar puțin probabil să fie colectate (1)",_Z,2000,NA
D995G,"Impozite pe capital evaluate, dar puțin probabil să fie colectate (2)",_Z,2000,NA
ODB,TOTAL INCASARI DIN IMPOZITE SI CONTRIBUTII SOCIALE DUPA DEDUCEREA SUMELOR EVALUATE DAR PUTIN PROBABIL SA FIE COLECTATE,_Z,2000,24466.3
ODC,TOTAL INCASARI DIN IMPOZITE SI CONTRIBUTII SOCIALE (inclusiv contributiile sociale imputate)DUPA DEDUCEREA SUMELOR EVALUATE DAR PUTIN PROBABIL SA FIE COLECTATE,_Z,2000,24743.6
ODD,"Sarcina fiscala=totalul incasarilor fiscale din impozite si cotizatii,dupa deducerea sumelor calculate a caror colectare este improbabila",_Z,2000,24466.1
D2,IMPOZITE PE PRODUCTIE SI IMPORTURI,_Z,2001,13324
D21,Impozite pe produse,_Z,2001,12591.3
D211,Taxe de tip TVA,_Z,2001,7360.5
D211,Taxa pe valoarea adaugata,C,2001,7360.5
D212,"Impozite si drepturi asupra importurilor,exclusiv TVA",_Z,2001,905
D2121,Drepturi asupra importurilor,_Z,2001,905
D2121,Taxa de timbru social asupra valorii automobilelor noi din import,C,2001,1.2
D2121,Taxe vamale din sumele datorate pana la data de 31.12.2006,C,2001,0
D2121,Taxe vamale de la persoane juridice,C,2001,858.6
D2121,Taxe vamale si alte venituri incasate de la persoane fizice  prin unitatile vamale,C,2001,45.2
D2121,Incasari din comisioane pentru servicii vamale,C,2001,0
D2121,Taxe anti-dumpind pe produse,C,2001,0
D2121,Taxe vamale legate de sectorul agricol,C,2001,0
D2122,"Impozite pe importuri, exclusiv TVA și drepturile de import",_Z,2001,NA
D2122A,Prelevările asupra produselor agricole importate,_Z,2001,NA
D2122B,Sumele compensatorii monetare asupra importurilor,_Z,2001,NA
D2122C,Accize,_Z,2001,NA
D2122C,Accize incasate in vama din importul produselor energetice,C,2001,NA
D2122C,"Accize incasate in vama din importul de alcool etilic, produse intermediare, vinuri spumoase, bauturi fermentate spumoase si bere inclusiv sume datorate pana la 31 decembrie 2006",C,2001,NA
D2122C,Accize incasate in vama din importul de produse din tutun,C,2001,NA
D2122C,Accize incasate in vama din importul de cafea,C,2001,NA
D2122C,Accize incasate in vama din importul altor produse,C,2001,NA
D2122C,Accize in vama din importul autoturismelor,C,2001,NA
D2122C,"Accize in vama din importul aparatelor de aer conditionat,datorate pana la 31.12.2006",C,2001,NA
D2122C,"Accize incasate in vama din importul de alcool, distilate si bauturi alcoolice",C,2001,NA
D2122C,Venituri cu destinatie speciala din cota unica asupra carburantilor auto livrati la intern de producatori precum si carburantii auto consumati de acestia si asupra  carburantilor auto importati (Restante anii anteriori),C,2001,NA
D2122D,Taxele pe vânzări generale,_Z,2001,NA
D2122E,Taxe pe servicii specifice,_Z,2001,NA
D2122F,Profitul monopolurilor de import,_Z,2001,NA
D214,"Impozite pe produse,exclusivTVA si impozitele pe importuri",_Z,2001,4325.8
D214A,Drepturi de accize si impozite de consum,_Z,2001,3321
D214A,Impozit pe titeiul din productia interna si gazele naturale,C,2001,216.5
D214A,Taxa de dezvoltare cuprinsa in tariful energiei electrice si termice-Restante anii anteriori,C,2001,375.3
D214A,Accize incasate din vanzarea produselor energetice,C,2001,1174.6
D214A,"Accize incasate din vanzarea de alcool, etilic, produse intermediare, vinuri spumoase, bauturi fermentate si bere",C,2001,233.4
D214A,Accize incasate din vanzarea produselor din tutun,C,2001,815.4
D214A,Accize incasate din vanzarea de cafea,C,2001,39.8
D214A,Accize incasate din vanzarea altor produse,C,2001,466
D214A,Accize incasate din vanzarea energiei electrice,C,2001,NA
D214A,Accize incasate din vanzarea autoturismelor din productia interna,C,2001,NA
D214A,Accize incasate la eliberarea banderolelor fiscale pentru bauturile alcoolice,C,2001,NA
D214B,Taxe de timbru,_Z,2001,174.4
D214B,"Taxe judiciare de timbru, taxe de timbru pentru activitatea notariala si alte taxe de timbru",KS,2001,148.4
D214B,Venituri din timbrul judiciar,KS,2001,NA
D214B,Taxe extrajudiciare de timbru,KS,2001,25.8
D214B,Taxe de timbru pt. contestatiile si plângerile asupra sumelor constatate si aplicate prin acte de control sau de impunere,KS,2001,0.2
D214C,Taxa pe tranzacțiile financiare și de capital,_Z,2001,NA
D214C,Impozitul pe veniturile din transferul  proprietatilor imobiliare din  patrimoniul personal,KS,2001,NA
D214D,Taxe inregistrare auto,_Z,2001,NA
D214D,Taxe inregistrare auto,C,2001,NA
D214E,Taxe pentru spectacol si divertisment,_Z,2001,7.1
D214E,Impozit pe spectacole,C,2001,7.1
D214F,"Taxe pentru loterie,jocuri de noroc si pariuri",_Z,2001,19.5
D214F,Taxa de timbru social asupra jocurilor de noroc,C,2001,19.5
D214G,Taxe asupra primelor de asigurare,_Z,2001,17.6
D214G,"Venituri din aplicarea unei cote de 1,5% asupra volumului de prime brute",C,2001,17.6
D214H,Alte taxe pentru servicii determinate,_Z,2001,24.4
D214H,"Impozit pe veniturile din activitatile de expertiza contabila, tehnica judiciara si extrajudiciara",C,2001,NA
D214H,Alte taxe pe servicii specifice,C,2001,NA
D214H,Taxe hoteliere,C,2001,NA
D214H,Cote din taxe de scolarizare,C,2001,NA
D214H,Contributia agentilor economici din turism,C,2001,24.4
D214H,Taxa pentru reabilitare termica,C,2001,NA
D214I,Impozite generale pe vanzari sau pe cifra de afaceri,_Z,2001,NA
D214I,"Alte impozite si taxe generale pe cifra de afaceri, vanzari si valoare adaugata",C,2001,NA
D214I,Venituri din cota pe cifra de afaceri in domeniul comunicatiilor electronice,C,2001,NA
D214I,Venituri din contributia datorata pt medicamente finantate din Fd. National Unic de Asig. Sociale de Sanatate si din bg. Min. Sanatatii,C,2001,NA
D214I,Venituri din contributia datorata pt medicamente finantate din Fd. National Unic de Asig. Sociale de Sanatate pana la data de 30septembrie 2011,C,2001,NA
D214I,Venituri din contributia datorata pentru contractele cost-volum/cost-volum-rezultat,C,2001,NA
D214I,Venituri din contributia datorata pentru volume de medicamente consumate care depasesc volumele stabilite prin contracte,C,2001,NA
D214J,Beneficiile monopolurilor fiscale,_Z,2001,NA
D214J,Impozit pe venituri din activitati desfasurate in baza contractelor/ conventiilor civile incheiate potrivit Codului civil,C,2001,NA
D214K,Taxele de export și comp monetare. sumele pe exporturi,_Z,2001,NA
D214L,Alte taxe pe produse,_Z,2001,761.8
D214L,Alte impozite si taxe,C,2001,16.8
D214L,Taxe speciale,C,2001,27.8
D214L,Venituri incasate an curent,C,2001,NA
D214L,"Cota asupra pretului cu ridicata exclusiv accizele pt. carburantii auto 
livrati la intern de producatori si a valorii in vama pt carburanti auto importati",C,2001,717.2
D29,Alte impozite pe productie,_Z,2001,732.7
D29A,"Impozite pe proprietate sau utilizare terenuri,cladiri,constructii",_Z,2001,353.4
D29A,Impozit si taxa pe cladiri de la  persoane juridice,KS,2001,322
D29A,Impozit si taxa pe teren de la persoane  juridice,KS,2001,31.4
D29A,Sume fixe anuale platite pt. utilizarea drumurilor publice,KS,2001,0
D29A,Impozit pe constructii,KS,2001,NA
D29B,Impozite pe utilizarea activelor fixe,_Z,2001,40.7
D29B,Impozit pe mijloace de transport  detinute persoane de juridice*),KS,2001,40.7
D29B,Taxe asupra tranzactiilor cu valori mobiliare,KS,2001,0
D29B,"Alte taxe pe utilizarea bunurilor, autorizarea utilizarii bunurilor sau pe desfasurare de activitati",KS,2001,NA
D29C,Fondul de salarii și impozitele pe salarii,_Z,2001,NA
D29D,Impozite pe tranzactiile internationale,_Z,2001,52.4
D29D,Venituri cu destinatie speciala din comisionul pentru servicii vamale,C,2001,52.4
D29D,Alte taxe pe tranzactii si comert international,C,2001,NA
